,IMAGE_URL_0,DESCRIPTION_0,SEECLICKFIX_DATE_0,IMAGE_URL_1,DESCRIPTION_1,SEECLICKFIX_DATE_1,IMAGE_URL_2,DESCRIPTION_2,SEECLICKFIX_DATE_2,IMAGE_URL_3,DESCRIPTION_3,SEECLICKFIX_DATE_3,IMAGE_URL_4,DESCRIPTION_4,SEECLICKFIX_DATE_4,IMAGE_URL_5,DESCRIPTION_5,SEECLICKFIX_DATE_5,OAK_311_DATE,LATITUDE,LONGITUDE
10,https://seeclickfix.com/files/issue_images/0039/8810/1445714369643.jpg,Tree leaning and ready to fall on children on way to school,2015-10-24T15:19:46-04:00,https://seeclickfix.com/files/issue_images/0055/3613/1469028155360.jpg,This happens every year - the weeds and shrubs grow to a height that blocks driver visibility. Very dangerous for drivers turning onto Park who are unable to see the inevitable light runners. Please just Roundup this corner!,2016-07-20T11:24:23-04:00,,"Dangerous corner that is often under estimated.  When turning left onto Park Blvd, the trees and tall weeds block the view of oncoming traffic from up the hill. Although it is a traffic signal, people are always trying to run the light - Drivers moving into the intersection wont know this until it is too late.    *** Ongoing issue.  I reported this last year and it was fixed. The weeds and trees have all grown back ***",2014-08-23T17:45:43-04:00,https://seeclickfix.com/files/issue_images/0012/8624/overgrown-2013-0531.jpg,"There's a circle of trees (not a house lot) in the middle of Trafalgar Place, across from 2151, 2155, 2167 and 2173, which has become completely overgrown with ivy, Scotch broom, poison oak and other weeds.  There are also several dying trees in this circle, 2 of which have dropped large branches onto the road over the last few years and which hang on the telephone lines.  And there's a pile of garbage in the middle - boards, old tires, etc.  If the city would help clean up this area, my neighbors and I would be willing to maintain it, but right now it's so overgrown and full of poison oak that we can't even approach it.  It seems like a fire hazard, too.  Any help you can provide in cleaning it up or telling me which agency to work with on this issue would be greatly appreciated.",2013-05-31T16:01:40-04:00,https://seeclickfix.com/files/issue_images/0012/0408/1366950637066.jpg,"Dangerous corner that is often under estimated.  When turning left onto Park Blvd, the trees and tall weeds block the view of oncoming traffic from up the hill. Although it is a traffic signal, people are always trying to run the light - Drivers moving into the intersection wont know this until it is too late. ",2013-04-26T00:36:23-04:00,,,,08/27/2014 04:08:39 PM,37.82103852,-122.20772963
11,https://seeclickfix.com/files/issue_images/0036/5491/1439145867867.jpg,"Related to OPW Service Request #467585. The dead city tree was cut down by the city more than a year ago, but the large stump remains. Is there any plan to remove the stump? It may be termite-infested now, or at least I see a lot of burrowed holes in it.

I would like to be able to replace it with a new city-approved tree. I can plant and care for the new tree myself, but cannot do it with the stump. ",2015-08-09T14:45:17-04:00,https://seeclickfix.com/files/issue_images/0057/4249/1471471846842.jpg,Smashed tree needs to be removed and replaced on median on 51 street west of Desmond ,2016-08-17T18:14:02-04:00,https://seeclickfix.com/files/issue_images/0040/0674/1446173553929.jpg,"The sap from a city of Oakland tree, which is located in front of my house, is causing damage to my roof. The branches that hang over my roof need to be pruned.  It is also causing damage to the paint on my house.  My house is located at 318 49th Street.  ",2015-10-29T22:59:37-04:00,https://seeclickfix.com/files/issue_images/0035/4123/1437076386553.jpg,Construction crew remodeling house poured concrete in parkway strip completely choking the street tree,2015-07-16T15:53:28-04:00,https://seeclickfix.com/files/issue_images/0073/8394/1491957705854.jpg,Street tree and vegetation are overgrown and blocking sidewalk access,2017-04-14T15:16:33-04:00,https://seeclickfix.com/files/issue_images/0066/6883/1484178941305.jpg,Fell blocking sidewalk,2017-01-11T18:56:53-05:00,09/10/2014 04:31:30 PM,37.83443954,-122.25234417
12,https://seeclickfix.com/files/issue_images/0021/2327/1403902822752.jpg,Tree planted as part of PWA 66th Ave streetscape was recently damaged by car.,2014-06-27T17:01:31-04:00,https://seeclickfix.com/files/issue_images/0065/2314/20161212_150946.jpg,"There is two trees on Flora Ave. between 66th Ave and Havenscourt that need to be pruned/trimmed. They attract illegal dumping, reduce lighting and attract illegal activities.",2016-12-13T13:27:10-05:00,,,,,,,,,,,,,10/09/2014 10:34:41 AM,37.76214218,-122.19328856
13,,"On MacArthur in the westbound direction, a tree blocks the stop sign. At night, drivers cannot see the sign or paint on the road and run the intersection.  Please trim the tree.",2015-04-08T03:27:43-04:00,https://seeclickfix.com/files/issue_images/0025/5498/20140706_144514.jpg,No one has trimmed dis @#$% of tree yet! No one can see around dis @#$% to make da turn! On-comin' traffic will slam into ya! ,2014-11-05T12:21:40-05:00,https://seeclickfix.com/files/issue_images/0021/5953/20140706_144509.jpg, Untrimmed bottom foliage blocking driver's vision for turning at intersection. ,2014-07-08T02:16:59-04:00,https://seeclickfix.com/files/issue_images/0026/6040/20140706_144514.jpg,Unable to see around undergrowth of this tree in the median of Foothill Blvd! Turning from Foothill onto 69th Ave. is EXTREMELY dangerous as no one can see oncoming traffic! I have reported this before to no avail. It has only gotten worse!,2014-12-08T22:15:56-05:00,,,,,,,11/05/2014 09:30:27 AM,37.76962788,-122.17594163
14,,Dead 30 ft street tree. Ongoing water leak has killed the tree. The roots my be rotten and and the tree could become a hazard if bumped by a car or strong winds. The water leak has been reported many times over several years.,2015-04-04T14:28:35-04:00,,Dead tree in parking strip in front of Shell station.,2012-11-24T21:50:29-05:00,https://seeclickfix.com/files/issue_images/0052/5155/1465936647809.jpg,"Acacia branches hanging low, hits passing vehicles. Thanks, Noel Gallo's team",2016-06-14T16:38:23-04:00,,Broken branches on sidewalk ,2015-07-11T15:57:04-04:00,,Large truck load of trimmed branch's left in parking lot. Been there a while.,2015-07-15T16:43:28-04:00,,Large tree branch in street,2017-06-18T22:01:05-04:00,12/08/2014 06:40:17 PM,37.79951624,-122.21769926
15,,Another mud slide has happened at this intersection.  A lot of mud blocking is half of the road. There is tree that's down acrosse the road but it is  small and you can drive over it,2017-02-10T11:45:29-05:00,,"Tree fell in January, blocking pathway. Dangerous. Eyesore in area community is in process of rehabbing.",2016-02-20T17:59:21-05:00,,Tree/Landslide at the Chelton/Ascot intersection.,2017-01-20T09:57:16-05:00,https://seeclickfix.com/files/issue_images/0069/2896/1487452815236.jpg,Large eucalyptus tree down at Ascot and Chelton. It is lying across both lanes of traffic. This is not the same mudslide as the one 50 yards up on Ascot. This is a totally new tree and slide,2017-02-18T16:29:06-05:00,,"Several eucalyptus trees which fell earlier this winter are now hanging down the steep hill across from Montera Middle School on Scout, waiting to toboggan down on a passing car, as well as partially blocking the road.  Please remove these trees before someone gets hurt.  Thanks!",2017-02-23T19:10:10-05:00,,"there are 3 THREATENING eucalyptus tree that hover and lean over our house. sunday afternoon a large branch fell on my deck and just missed both my dog and myself. we were very lucky, could have been badly hurt or killed. (in the spring an inspector came by to look from the street and did not ring the bell, just left a door tag) 

there are many large dead branches looming above that need to be seen from our deck. the winds on sunday night caused these trees to drop many more branches, some quite large.

an inspector needs to come ASAPO and inspect when i am home so i can show the peril we are in. VERY DANGEROUS!

also the city land next to our property is an extreme fire danger and has not been cleared in several years. why has this stopped happening?

10.10.17- am 
currently on hold at the oakland call center for over 15 minutes..",2017-10-10T14:18:04-04:00,07/31/2014 04:00:36 PM,37.81966952,-122.20091489
16,https://seeclickfix.com/files/issue_images/0033/4736/1433461434676.jpg,"Tree brace broke off, tree is now limping to the ground.",2015-06-04T19:44:27-04:00,https://seeclickfix.com/files/issue_images/0061/5400/1476232982423.jpg,This is not an emergency situation. Tree removal was slated for 10/5-10-8 per the sign and is marked as a tow away zone. When will the tree be removed?,2016-10-11T20:44:53-04:00,https://seeclickfix.com/files/issue_images/0087/1247/img-SCF__20170912_100406867941871065287826111239262994764819.jpg,2 dead elm trees on e 19th @ 16 the Ave. been dead and reported several times.,2017-09-12T13:05:49-04:00,https://seeclickfix.com/files/issue_images/0027/3996/1420488016360.jpg,Huge tree with large branches is falling onto the grass near the kids playground area in San Antonio Park.,2015-01-05T15:02:26-05:00,,"As of 8-16-2012

There are trees at 1515 14th Ave that obstructs drivers' view when approaching from East 15th Street. These trees are planted on the sidewalk and when combined with the parked cars along the curb it is a potential safety concern.",2012-08-17T00:21:35-04:00,,,,06/04/2015 04:50:18 PM,37.7912208,-122.2436748
17,,"Large tree listing to the street side - every time my tree guy comes out to trim ones on my property, he says it's going to fall down.  Today a HUGE branch broke off of it, and luckily fell into the street and not onto a car or person.  would be great to have city come take a look asap",2015-03-27T22:02:20-04:00,https://seeclickfix.com/files/issue_images/0047/5140/1460037936178.jpg,All of the trees and plots on 5th and 18th are completely over grown. ,2016-04-07T10:05:50-04:00,https://seeclickfix.com/files/issue_images/0012/6884/IMAG0089.jpg,"tree growing into powerlines
 ",2013-05-23T20:36:05-04:00,https://seeclickfix.com/files/issue_images/0036/3211/SCF__20150804_1557171282600719.jpg,Please keep a eye on the redwood tree is drying up and may fall.,2015-08-04T19:00:40-04:00,https://seeclickfix.com/files/issue_images/0049/6825/1462729380685.jpg,This is getting to be a little much. Thankfully 18th street was managed (thank you!) But it's terrible that cars can't park or exit their passengers side because a jungle is growing. It needs some help. Please! ,2016-05-08T13:44:43-04:00,https://seeclickfix.com/files/issue_images/0036/2545/IMG_0154.JPG,Needs to be cut down because of danger to public safety!,2015-08-03T15:54:53-04:00,08/03/2015 01:00:26 PM,37.79969924,-122.24828411
18,,Dead 30 ft street tree. Ongoing water leak has killed the tree. The roots my be rotten and and the tree could become a hazard if bumped by a car or strong winds. The water leak has been reported many times over several years.,2015-04-04T14:28:35-04:00,,Dead tree in parking strip in front of Shell station.,2012-11-24T21:50:29-05:00,https://seeclickfix.com/files/issue_images/0052/5155/1465936647809.jpg,"Acacia branches hanging low, hits passing vehicles. Thanks, Noel Gallo's team",2016-06-14T16:38:23-04:00,,Broken branches on sidewalk ,2015-07-11T15:57:04-04:00,,Large truck load of trimmed branch's left in parking lot. Been there a while.,2015-07-15T16:43:28-04:00,,Large tree branch in street,2017-06-18T22:01:05-04:00,10/19/2018 07:08:00 AM,37.79966354,-122.21659851
19,,Tree trunk and roots of this tree here on madison are constricted by a concrete container that surrounds the tree at its base - the roots have already broken the container a very long time ago. please remove the remaining concrete container from the base of the tree.,2013-05-09T12:26:37-04:00,,Fallen tree in roadway on Carmen Stanford side of 14th.,2013-09-26T09:40:43-04:00,, tree covering light a8138 10th and oak.,2012-10-26T22:59:51-04:00,https://seeclickfix.com/files/issue_images/0016/5575/1385484996267.jpg,,2013-11-26T11:57:08-05:00,https://seeclickfix.com/files/issue_images/0015/8898/tia1810463215.jpg,broken branch ,2013-10-14T11:18:37-04:00,https://seeclickfix.com/files/issue_images/0025/3873/1414690797809.jpg,"Truck broke tree branch, now hanging in street .",2014-10-30T13:40:15-04:00,12/30/2015 08:00:38 AM,37.80107186,-122.26289148
20,https://seeclickfix.com/files/issue_images/0047/9241/1460576604803.jpg,Still dead. Reported this a year ago,2016-04-13T15:43:34-04:00,https://seeclickfix.com/files/issue_images/0044/7131/1455909791493.jpg,Dead tree at 10th and frontage. ,2016-02-19T14:23:57-05:00,https://seeclickfix.com/files/issue_images/0067/0512/1484699506239.jpg,Dead trees along Frontage. ,2017-01-17T19:31:55-05:00,https://seeclickfix.com/files/issue_images/0044/5307/1455653261709.jpg,Fallen branch,2016-02-16T15:08:14-05:00,https://seeclickfix.com/files/issue_images/0044/7133/1455909924873.jpg,Dead trees. Many redwoods have died from drought  about 5 smaller ones. ,2016-02-19T14:25:59-05:00,https://seeclickfix.com/files/issue_images/0019/8322/1399946326565.jpg,Dead tree at 14 th and frontage rd,2014-05-12T22:00:17-04:00,02/19/2016 11:30:52 AM,37.81181288,-122.30305025
21,https://seeclickfix.com/files/issue_images/0027/6935/1421219829749.jpg,Fallen tree,2015-01-14T02:19:14-05:00,https://seeclickfix.com/files/issue_images/0061/7718/1476491463654.jpg,There is a large tree branch that fell on the sidewalk due to the rain. It would require a saw to cut down and is much larger than my green bin. ,2016-10-14T21:15:05-04:00,https://seeclickfix.com/files/issue_images/0037/9997/1441830493419.jpg,Over grown tree branches to low scratches cars,2015-09-09T16:28:35-04:00,https://seeclickfix.com/files/issue_images/0037/9994/1441830305007.jpg,Over grown tree branches to low scratches cars,2015-09-09T16:26:48-04:00,https://seeclickfix.com/files/issue_images/0038/0002/1441830609498.jpg,Over grown tree branches to low scratches cars,2015-09-09T16:30:33-04:00,https://seeclickfix.com/files/issue_images/0037/9999/1441830534490.jpg,Over grown tree branches to low scratches cars,2015-09-09T16:29:19-04:00,05/22/2013 10:31:59 AM,37.844507,-122.26507412
22,https://seeclickfix.com/files/issue_images/0015/7790/20131008_121359.jpg,"downed, broken tree",2013-10-08T15:18:26-04:00,https://seeclickfix.com/files/issue_images/0015/6960/1380902317332.jpg,Tree down in front of 3217 Lakeshore. Hit by garbage truck?,2013-10-04T11:57:55-04:00,https://seeclickfix.com/files/issue_images/0015/6949/1380900855324.jpg,"Large tree branch down in roadway, not blocking traffic but blocking 3-4 parking spaces.",2013-10-04T11:35:52-04:00,https://seeclickfix.com/files/issue_images/0016/1643/Downed_Trees.jpg,Two trees blew over in heavy winds earlier this week.  One in front of Cana and the other in front of Lane Splitter Pizza.  Both have been removed -- leaving vacant steel tree grates.  These trees were installed barely over a year ago by an outside contractor.  The root ball was obviously not placed deep enough and the trees weren't adequately staked.  What was a beautiful to the streetscape is now an eyesore and potentially hazardous.  Please note that I'm filing a separate complaint about a tree around the corner that was damaged under similar circumstances. ,2013-10-30T18:48:02-04:00,https://seeclickfix.com/files/issue_images/0016/0827/tia1145718314.jpg,"downed, broken tree",2013-10-25T16:35:45-04:00,https://seeclickfix.com/files/issue_images/0016/5309/1385248241179.jpg,Broken tree,2013-11-23T18:11:08-05:00,04/03/2016 03:00:23 PM,37.81219602,-122.24641621
23,https://seeclickfix.com/files/issue_images/0031/0330/1428690615533.jpg,Tree limb ready to fall on parked cars. Thank you.,2015-04-10T14:32:03-04:00,https://seeclickfix.com/files/issue_images/0013/9389/1374115823614.jpg,Overgrown and blocking side walk. ,2013-07-17T22:51:11-04:00,,"Our bus operators reported a low hanging tree limb at E24th St. between 8th Ave. and 9th Ave. When traveling southeast on E24th from 8th Ave, the low hanging tree limb is approximately 50 feet from the intersection. Our bus Operators have reported hitting this tree limb when it is dark because they are unable to see it in time. They have informed us that this limb has the potential of damaging the coaches windshield.",2016-05-17T02:00:35-04:00,,Tree fell down last year and was never replaced,2015-08-05T14:18:12-04:00,,Palm tree trimmings encroaching street and sidewalk ,2017-04-15T21:28:33-04:00,,"Big branch has snapped off from the wind last night, please see picture in the middle right side, ready  to fall anytime, parked cars have moved. Thank you.",2014-07-22T15:29:26-04:00,05/16/2016 11:10:16 PM,37.80014587,-122.24211815
24,,Fallen tree in roadway on Carmen Stanford side of 14th.,2013-09-26T09:40:43-04:00,, tree covering light a8138 10th and oak.,2012-10-26T22:59:51-04:00,https://seeclickfix.com/files/issue_images/0015/8898/tia1810463215.jpg,broken branch ,2013-10-14T11:18:37-04:00,https://seeclickfix.com/files/issue_images/0025/3873/1414690797809.jpg,"Truck broke tree branch, now hanging in street .",2014-10-30T13:40:15-04:00,,"Over the last several years a vandal or vandals has damaged many of the newly planted trees along Lake Merritt Blvd between Oak Street and E 12th Street. Many of these trees have had numerous branches torn off or had the entire trunk broken off a few feet above the ground.

Many of the trees in this area have had their support poles and ties removed. Today's strong winds are now blowing over some of these trees. It appears that several of the trees in the median on Lake Merritt Blvd between 12th Street and 13th Street are very close to falling entirely into the adjacent traffic lanes.",2016-05-20T18:33:48-04:00,,"A tree in Peralta Park just past the east end of the Kaiser Convention Center parking lot has very low hanging branches around 80% of the tree that reach to the ground and create a nearly closed off space.

Since the homeless campers were removed from their campsite under this tree groups of kids have been using this area as a gathering place and for illegal drug use. Recently these groups have grown much larger and more agressive toward pedestrians using the sidewalk along the east edge of this parking lot.

Please consider trimming back all low branches to at least head height all the way around this tee. This would make activity beneath the tree much more visible, would likely cause these large groups to disperse, and would increase pedestrian safety in this area.",2014-05-12T14:11:47-04:00,05/20/2016 03:33:51 PM,37.79920931,-122.26172151
25,https://seeclickfix.com/files/issue_images/0016/7508/1387206748673.jpg,These overhanging trees have been blocking the S side of 53rd between Genoa and Market for months and just keep getting lower.  This has been reported before.  Are we supposed to just walk in the middle of the street?,2013-12-16T10:13:17-05:00,https://seeclickfix.com/files/issue_images/0009/9458/1356549415388.jpg,Over growth of tree. I don't feel safe walking by with obstructed sidewalk view at night. One must duck to get past overhang. Also encroaching on power lines above.,2012-12-26T14:20:32-05:00,https://seeclickfix.com/files/issue_images/0010/7713/1361635096292.jpg,Tree tagged with graffiti :(,2013-02-23T11:00:14-05:00,,"There is a very, very tall, large eucalyptus tree at the dead end of Genoa Street, south of 52nd.  It is in need of serious, serious pruning.  It seems no one will prune this tree, because they won't claim ownership.  It resides between the street and the fenced in lot which contains the culverted Temescal Creek.  Please, please determine who is responsible for pruning this giant.  Rainy season on it's way.  Tired of having huge limbs crash down, considering we have many more small children playing here at the dead end.  Thank you.  Neighbors cannot remember when the tree has been pruned.  It's been decades.",2014-09-09T15:08:20-04:00,https://seeclickfix.com/files/issue_images/0064/4520/img-SCF__20161129_085149-6352125061687939577.jpg,There are trees hanging over our fence that are on 52nd street at the end. They need to be trimmed as they are growing onto our property and very low to the ground.,2016-11-29T12:24:15-05:00,,Fallen tree blocking sidewalk.,2015-02-10T20:01:45-05:00,06/15/2016 05:00:44 PM,37.837461,-122.27355582
26,,Fallen tree in roadway on Carmen Stanford side of 14th.,2013-09-26T09:40:43-04:00,, tree covering light a8138 10th and oak.,2012-10-26T22:59:51-04:00,https://seeclickfix.com/files/issue_images/0015/8898/tia1810463215.jpg,broken branch ,2013-10-14T11:18:37-04:00,https://seeclickfix.com/files/issue_images/0025/3873/1414690797809.jpg,"Truck broke tree branch, now hanging in street .",2014-10-30T13:40:15-04:00,,"Over the last several years a vandal or vandals has damaged many of the newly planted trees along Lake Merritt Blvd between Oak Street and E 12th Street. Many of these trees have had numerous branches torn off or had the entire trunk broken off a few feet above the ground.

Many of the trees in this area have had their support poles and ties removed. Today's strong winds are now blowing over some of these trees. It appears that several of the trees in the median on Lake Merritt Blvd between 12th Street and 13th Street are very close to falling entirely into the adjacent traffic lanes.",2016-05-20T18:33:48-04:00,,"A tree in Peralta Park just past the east end of the Kaiser Convention Center parking lot has very low hanging branches around 80% of the tree that reach to the ground and create a nearly closed off space.

Since the homeless campers were removed from their campsite under this tree groups of kids have been using this area as a gathering place and for illegal drug use. Recently these groups have grown much larger and more agressive toward pedestrians using the sidewalk along the east edge of this parking lot.

Please consider trimming back all low branches to at least head height all the way around this tee. This would make activity beneath the tree much more visible, would likely cause these large groups to disperse, and would increase pedestrian safety in this area.",2014-05-12T14:11:47-04:00,10/27/2014 11:11:17 AM,37.79920434,-122.26170831
