,REQUEST_DATE,SOURCE_URL,DESCRIPTION,LATITUDE,LONGITUDE
16,09/18/2013 12:01:43 PM,https://seeclickfix.com/files/issue_images/0015/3815/IMG_3050.jpg,Trees on public sidewalk need to be trimmed.  They are hanging too low.,37.79557778,-122.27511946
17,09/27/2013 03:21:10 PM,https://seeclickfix.com/files/issue_images/0015/5767/Tree_root_damage_Brookside_Lane.JPG,"Acacia trees within public right-of-way alongside public stairway (Brookside Lane, between Ocean View Dr. and Brookside Ave.) are breaking wall and rotating column.  This is a historic structure.  Trees were not planted by adjacent neighbor -- they need to be cut down before further damage occurs.  FYI property line is at wooden fence.",37.84628704,-122.23921356
18,08/07/2012 02:50:45 PM,https://seeclickfix.com/files/issue_images/0008/5283/tia61054.jpg,Tree branches touching electric wires,37.78267569,-122.21991062
19,08/27/2012 02:10:38 PM,https://seeclickfix.com/files/issue_images/0008/7522/6dc4560.jpeg,Large amount of debris that is blocking sidewalk and part of the street. Large blight issue,37.80235212,-122.28290442
20,08/10/2016 09:01:00 AM,https://seeclickfix.com/files/issue_images/0056/9112/SCF__20160810_085912-1932560046.jpg,Tree needs pruning. Canopy too low.,37.80858699,-122.26703061
21,10/10/2012 02:30:29 PM,https://seeclickfix.com/files/issue_images/0009/2035/2012-10-10_13-50-37_230.jpg,,37.80632091,-122.26705014
22,02/03/2014 01:50:30 PM,https://seeclickfix.com/files/issue_images/0017/4924/1391463670689.jpg,Tree leaning dangerously at intersection of skyline blvd and grass valley road. Could take down power lines and/or land on peds or road,37.75389462,-122.11863291
23,11/25/2012 12:01:12 PM,https://seeclickfix.com/files/issue_images/0009/6609/1353872975718.jpg,Tree needs help,37.80579081,-122.29704279
24,11/29/2012 03:50:54 PM,https://seeclickfix.com/files/issue_images/0009/6973/1354232837046.jpg,Broken tree stake. ,37.80960694,-122.27832506
25,12/26/2012 11:20:45 AM,https://seeclickfix.com/files/issue_images/0009/9458/1356549415388.jpg,Over growth of tree. I don't feel safe walking by with obstructed sidewalk view at night. One must duck to get past overhang. Also encroaching on power lines above.,37.83781135,-122.27027636
26,01/26/2013 09:30:44 AM,https://seeclickfix.com/files/issue_images/0010/3230/1359221248608.jpg,"Needs pruning, BAD!",37.80930502,-122.28848278
27,01/28/2013 11:14:31 AM,https://seeclickfix.com/files/issue_images/0010/3486/tia-745695205.jpg,wires in trees,37.8383631,-122.27706072
28,05/12/2014 07:10:16 PM,https://seeclickfix.com/files/issue_images/0019/8322/1399946326565.jpg,Dead tree at 14 th and frontage rd,37.81432222,-122.29985929
29,02/23/2013 08:01:07 AM,https://seeclickfix.com/files/issue_images/0010/7713/1361635096292.jpg,Tree tagged with graffiti :(,37.83716509,-122.27599299
30,05/06/2017 01:03:51 PM,https://seeclickfix.com/files/issue_images/0075/8745/1494101012519.jpg,"The two trees at the SW corner of the intersection of Elwood at Valle Vista substantially block the uphill view of Elwood from (northbound) Valle Vista. They make it extremely dangerous to turn onto Elwood (in either direction) from the one way section of Valle Vista because the driver can't see whether cars are coming down the hill. I have had several near-misses at this intersection, and witnessed many more. The trees should be removed (and possibly replaced with a different type of tree that doesn't cause a severe sight obstruction. ",37.81435954,-122.2473154
31,07/14/2016 02:51:41 PM,https://seeclickfix.com/files/issue_images/0054/9552/20160714_130756.jpg,Every tree on Arlington Street in the 800 block from 800 - 843 Arlington on both sides of the streets needs critical trimming. The heavy tree branches are leaning heavily on the PG&E and telephone lines. This situation is critical. ,37.84251168,-122.27198676
32,07/24/2017 05:20:31 PM,https://seeclickfix.com/files/issue_images/0082/9577/dragmarker-60bca068454230dd73b20bbeb88fd475c4129b2c610a3cd32affd2026b77c5d4_1_.gif,Tree has grown too high and is a hazard ,37.76283585,-122.18117321
33,04/11/2013 10:21:45 AM,https://seeclickfix.com/files/issue_images/0011/7234/1365700122397.jpg,"Non an emergency, but a safety issue. Low growing tree can provide more lighting if trimmed of the bottom branches. We love our trees but please lift the lower branches at the corner of Adams and Lee. Thanks. We are having auto breaking on Adams St.",37.81323364,-122.25792521
34,05/23/2013 05:41:57 PM,https://seeclickfix.com/files/issue_images/0012/6884/IMAG0089.jpg,"tree growing into powerlines
 ",37.8021479,-122.24736703
35,05/22/2013 05:33:52 PM,https://seeclickfix.com/files/issue_images/0012/6634/1369268795630.jpg,Broken stake at marston Campbell park on 16th street side,37.809441,-122.27893742
36,07/17/2013 08:02:51 PM,https://seeclickfix.com/files/issue_images/0013/9389/1374115823614.jpg,Overgrown and blocking side walk. ,37.80121197,-122.24347242
37,07/22/2013 02:23:11 PM,https://seeclickfix.com/files/issue_images/0014/0488/20130717_114741.jpg,tree branch hanging over sidewalk,37.74549921,-122.18167515
38,08/13/2013 11:01:30 PM,https://seeclickfix.com/files/issue_images/0014/5932/DSC_1726.png,"There used to be a street tree in front of Rumbo al Sur at 4239 Park Blvd. Now, there are only 2 poles left, to hold up the disappeared tree. This appears to be an Oakland city tree.

Perhaps the tree was hit by a car. Perhaps it died an untimely death.

In any case, it would be nice if the city would replace the tree.
",37.80752525,-122.22221133
39,08/05/2013 02:53:01 PM,https://seeclickfix.com/files/issue_images/0014/3764/IMG_9306_2.jpg,Ramona Avenue is a very narrow street. Large ash trees are well overgrown and crowding the center of the street so that you cannot see up the street and light does not penetrate. It would be great if you could at least trim a few of these toward the center. Obviously you cannot trim all these trees but just to cut four a five limbs overhanging the center road could be helpful,37.83098601,-122.24468353
40,08/30/2013 08:41:22 PM,https://seeclickfix.com/files/issue_images/0014/9685/1377919622334.jpg,"In light of recent robberies, we're concerned that the street trees at 5470 Manila and the houses on either side are darkening the sidewalk.  Trimming them would help, I think.  Thanks.",37.84058797,-122.25003307
41,09/11/2013 10:26:43 AM,https://seeclickfix.com/files/issue_images/0015/2237/20130909_185143.jpg,"Overgrown tree branches. In a one month period,  One of the branch fell onto the property almost hitting a kid playing in the front yard and another time the other branch fell almost crushing the car parked in front. Some of the branches is deteriorating and breaking off. The branches needs to be trim back some.  It's hazardous to people living at this property,  please trim. ",37.78784334,-122.21230606
42,09/22/2013 11:41:16 AM,https://seeclickfix.com/files/issue_images/0015/4708/1379874689773.jpg,Two trees missing and need to be replaced at north end of Mandela Parkway park at West Grand.,37.81627292,-122.28979304
43,09/26/2013 11:41:01 PM,https://seeclickfix.com/files/issue_images/0015/5637/IMAG0668.jpg,street tree should be trimmed. the streey light dies not shinein the street,37.8256088,-122.28295585
44,11/07/2013 02:31:20 PM,https://seeclickfix.com/files/issue_images/0016/3004/Street_Tree.jpg,"3 Sweetgum trees need heavy pruning. there have been 2 muggings on this small stretch of street  in the last 6 months because of how dark it is. the streets trees are over grown and covering the lights, not to mention hanging on the overhead lines. ",37.81819702,-122.25048797
45,11/23/2013 08:01:11 AM,https://seeclickfix.com/files/issue_images/0016/5217/1385222093522.jpg,Please come trim these trees they are too tall and will eventually fall on someone's house or on someone like it did on Austin Street. ,37.78455722,-122.2243411
46,12/01/2013 03:10:58 PM,https://seeclickfix.com/files/issue_images/0016/5993/Tree_Akimbo.jpg,This is one of about 10 street trees that were planted just over a year ago as part of the Lakeshore Complete Streets Improvement Project.  Three have already fallen and been removed.  At least three others have snapped off part way up the trunk including one on Rand that's two-thirds gone.  This can't be coincidental.  Blame has to go to the contractors who installed the trees without adequate staking and most likely too shallow with too little soil compaction.  The trees need to be replaced.  It would be nice to see it done at the contractor's expense - not the city's. ,37.81017998,-122.24599712
47,12/01/2013 03:20:52 PM,https://seeclickfix.com/files/issue_images/0016/5993/Tree_Akimbo.jpg,This is one of about 10 street trees that were planted just over a year ago as part of the Lakeshore Complete Streets Improvement Project.  Three have already fallen and been removed.  At least three others have snapped off part way up the trunk including one on Rand that's two-thirds gone.  This can't be coincidental.  Blame has to go to the contractors who installed the trees without adequate staking and most likely too shallow with too little soil compaction.  The trees need to be replaced.  It would be nice to see it done at the contractor's expense - not the city's. ,37.81023725,-122.24660169
48,12/16/2013 07:21:09 AM,https://seeclickfix.com/files/issue_images/0016/7508/1387206748673.jpg,These overhanging trees have been blocking the S side of 53rd between Genoa and Market for months and just keep getting lower.  This has been reported before.  Are we supposed to just walk in the middle of the street?,37.83756754,-122.27225641
49,02/06/2014 04:20:29 PM,https://seeclickfix.com/files/issue_images/0017/5470/20140206_161246.jpg,Please top off tree. Thank you,37.79788941,-122.23791968
50,04/05/2014 04:20:38 PM,https://seeclickfix.com/files/issue_images/0018/7468/20140403_130320.jpg,Large oak fell and appears to have damaged the tree on the street. See attached picture,37.82184784,-122.25288891
51,04/08/2014 01:50:27 PM,https://seeclickfix.com/files/issue_images/0018/8330/1396990138633.jpg,Second tree in Maxwell Park that is hanging on cables over the street. First report dealt with tree by restroom. This one is near main park entrance.,37.78133957,-122.20023846
52,04/08/2014 02:00:39 PM,https://seeclickfix.com/files/issue_images/0018/8330/1396990138633.jpg,Second tree in Maxwell Park that is hanging on cables over the street. First report dealt with tree by restroom. This one is near main park entrance.,37.78133957,-122.20023846
53,04/09/2014 10:00:35 PM,https://seeclickfix.com/files/issue_images/0018/8773/1397105589818.jpg,Tree is fully blocked by the light - this steer is dangerously dark,37.84439437,-122.25995538
54,05/16/2014 04:20:34 PM,https://seeclickfix.com/files/issue_images/0019/9364/1400282121619.jpg,"Tree needs protection poles. A car crashed into a sign, which broke the previous pole supporting/protecting this young tree. Thanks,",37.80301689,-122.27639792
55,05/14/2014 11:50:26 AM,https://seeclickfix.com/files/issue_images/0019/8779/1400093247866.jpg,Newly planted tree has been knocked down. ,37.85017857,-122.26051349
56,06/20/2014 09:30:24 AM,https://seeclickfix.com/files/issue_images/0020/9779/Trees_on_Ramona.jpg,Trees on this street are overwhelming in size realtive to the narrow street and small homes. Could Oakland public works do minimal pruning down the center. Thank you.,37.831604,-122.24542889
57,07/15/2014 12:40:43 PM,https://seeclickfix.com/files/issue_images/0021/8324/1405453087324.jpg,"The two trees near my property needs trimming and the tree on the corner of Orral  street and 73rd ave shrubs need to be cut down, it's intruding into the sidewalk and street.",37.76043709,-122.18540991
58,08/05/2014 10:30:45 AM,https://seeclickfix.com/files/issue_images/0022/6638/1407259535017.jpg,"Because the tree hangs out into the street, the street sweeper will not sweep in front of me and my neighbors homes.",37.77125552,-122.1829476
59,08/17/2014 07:30:14 PM,https://seeclickfix.com/files/issue_images/0023/1213/SCF__20140817_192700-1344229118.jpg,"This tree needs trimming, otherwise there is a good chance it will break the power lines...",37.81741251,-122.27990947
60,08/27/2014 04:20:32 PM,https://seeclickfix.com/files/issue_images/0023/4825/1409181276855.jpg,Support stake bent,37.81106593,-122.2692808
61,09/04/2014 02:00:25 PM,https://seeclickfix.com/files/issue_images/0023/7582/35th_and_Brookdale.JPG,Tree needs to be trimmed.  It is covering up the bus stop sign. (The bus stop sign cannot be moved because there is no alternative location without blocking the crosswalk or a driveway.)  Thank you for your assistance!,37.78842603,-122.20949544
62,10/20/2014 03:10:14 PM,https://seeclickfix.com/files/issue_images/0025/1261/1413840664097.jpg,Please trim these weeds get these trees trimmed. On both sides of the street thank you,37.82051137,-122.27648444
63,10/27/2014 05:50:15 PM,https://seeclickfix.com/files/issue_images/0025/3224/1414457078807.jpg,Street tree (liquid amber) needs pruning.,37.77675126,-122.1955726
64,11/12/2014 12:35:41 PM,https://seeclickfix.com/files/issue_images/0025/7999/1415822522481.jpg,Branch is weighing down electric wire,37.78291043,-122.22932838
65,12/08/2014 07:20:35 PM,https://seeclickfix.com/files/issue_images/0026/6040/20140706_144514.jpg,Unable to see around undergrowth of this tree in the median of Foothill Blvd! Turning from Foothill onto 69th Ave. is EXTREMELY dangerous as no one can see oncoming traffic! I have reported this before to no avail. It has only gotten worse!,37.76977741,-122.17660456
66,12/15/2014 01:16:48 PM,https://seeclickfix.com/files/issue_images/0026/8049/159_Maggiora.JPG,There is a dead pine at this location. This should be routed to Mitch Thompson and Robert Zahn. Please do not forward to fire prevention.,37.74677488,-122.13793984
67,12/15/2014 01:16:49 PM,https://seeclickfix.com/files/issue_images/0026/8057/3777_Malcolm.JPG,There is a dead pine at this location. This should be routed to Mitch Thompson and Robert Zahn. Please do not forward to fire prevention.,37.74873913,-122.13664244
68,12/15/2014 01:16:52 PM,https://seeclickfix.com/files/issue_images/0026/8060/10951_Cliffland.JPG,There is a dead pine at this location. This should be routed to Mitch Thompson and Robert Zahn. Please do not forward to fire prevention.,37.74879359,-122.13236554
69,12/15/2014 01:16:54 PM,https://seeclickfix.com/files/issue_images/0026/8060/10951_Cliffland.JPG,There is a dead pine at this location. This should be routed to Mitch Thompson and Robert Zahn. Please do not forward to fire prevention.,37.74944451,-122.13225859
70,12/15/2014 01:16:57 PM,https://seeclickfix.com/files/issue_images/0026/8060/10951_Cliffland.JPG,There is a dead pine at this location. This should be routed to Mitch Thompson and Robert Zahn. Please do not forward to fire prevention.,37.74907628,-122.12991674
71,12/15/2014 01:17:06 PM,https://seeclickfix.com/files/issue_images/0026/8068/4810_stacy.JPG,There is a dead pine at this location. This should be routed to Mitch Thompson and Robert Zahn. Please do not forward to fire prevention.,37.75572073,-122.12197284
72,12/15/2014 01:33:24 PM,https://seeclickfix.com/files/issue_images/0026/8041/3070_Malcolm.JPG,There is a dead pine at this location. This should be routed to Mitch Thompson and Robert Zahn. Please do not forward to fire prevention.,37.74590532,-122.14483115
73,12/15/2014 01:33:27 PM,https://seeclickfix.com/files/issue_images/0026/8049/159_Maggiora.JPG,There is a dead pine at this location. This should be routed to Mitch Thompson and Robert Zahn. Please do not forward to fire prevention.,37.74617151,-122.14121791
74,02/18/2015 08:21:37 AM,https://seeclickfix.com/files/issue_images/0029/0178/1424276066906.jpg,Dead tree - safe location ,37.80261037,-122.17839427
75,02/26/2015 04:50:26 PM,https://seeclickfix.com/files/issue_images/0029/3226/1424997985883.jpg,1851 10 th Avenue on side of property. Two street trees being removed 4:30 pm,37.79508731,-122.24556681
76,03/20/2015 04:01:00 PM,https://seeclickfix.com/files/issue_images/0030/1663/tia-519638297.jpg,downed tree from car crash,37.77093145,-122.14062087
77,04/21/2015 10:20:54 AM,https://seeclickfix.com/files/issue_images/0031/4967/1429636624145.jpg,Overgrown tree blocks all the light from the street light and has caused the sidewalk to buckle.,37.79091782,-122.23115315
78,05/07/2015 01:10:19 PM,https://seeclickfix.com/files/issue_images/0032/2063/1429287397025.jpg,"City tree fell across road seceral weeks ago, public works cut tree up and took away. Stump, broken pvc pipe and cones left behind. ",37.84905625,-122.24720764
79,05/12/2015 08:30:17 PM,https://seeclickfix.com/files/issue_images/0032/4510/IMG_20150512_134408.jpg,Both stakes were broken by vandals,37.8273087,-122.275001
80,07/08/2015 08:50:17 AM,https://seeclickfix.com/files/issue_images/0035/0085/1436370029458.jpg,Two trees next to roadway - appear to be dead or dying. Dropping limbs. Some limbs overhang roadway and may be a fall hazard blocking the only access to residents on upper part of McDonnell. ,37.78844102,-122.17677427
81,07/28/2015 08:50:18 AM,https://seeclickfix.com/files/issue_images/0035/9616/1438098104007.jpg,Please trim street tree.  Our drivers and customers are complaining of decreased visibility making it unsafe to maneuver around lot.  ,37.73034287,-122.19250488
82,07/28/2015 11:10:26 AM,https://seeclickfix.com/files/issue_images/0035/9723/FullSizeRender__5_.jpg,"the tree is touching our building and it's collecting leafs and also a fire hazard, please trim it ASAP",37.82351101,-122.255775
83,08/09/2015 11:50:12 AM,https://seeclickfix.com/files/issue_images/0036/5491/1439145867867.jpg,"Related to OPW Service Request #467585. The dead city tree was cut down by the city more than a year ago, but the large stump remains. Is there any plan to remove the stump? It may be termite-infested now, or at least I see a lot of burrowed holes in it.

I would like to be able to replace it with a new city-approved tree. I can plant and care for the new tree myself, but cannot do it with the stump. ",37.83428996,-122.25586658
84,08/14/2015 04:00:13 PM,https://seeclickfix.com/files/issue_images/0036/8437/SCF__20150814_155242-739205060.jpg,Limbs to low over sidewalk ,37.79061006,-122.21773014
85,09/09/2015 01:40:15 PM,https://seeclickfix.com/files/issue_images/0037/9997/1441830493419.jpg,Over grown tree branches to low scratches cars,37.843615,-122.2641852
86,09/12/2015 09:20:17 AM,https://seeclickfix.com/files/issue_images/0038/1296/SCF__20150912_091442366693825.jpg,The 7 recently planted maple trees at E11th and Calcot hafe some sort of powdery mildew that is killing the leaves,37.78017881,-122.23645071
87,09/15/2015 01:40:30 PM,https://seeclickfix.com/files/issue_images/0038/2843/1442349209463.jpg,It's touching our building and covering our camera that's on our building.,37.79188785,-122.21478224
88,09/27/2015 05:40:20 PM,https://seeclickfix.com/files/issue_images/0038/8078/1443400773617.jpg,The tree in front of my house need trimming. I have tried to hire someone to do it but no one will touch it because of the wires going through the tree. Soon it will be sagging over the sidewalk and hitting the roof of my house. Would like this taken care of before winter rains start. ,37.77463501,-122.213558
89,10/16/2015 12:10:37 PM,https://seeclickfix.com/files/issue_images/0039/5885/1445022437534.jpg,Tall palm trees lining street have many dead fronds that are at risk of falling. These are near sidewalk and falling fronds could injure people or damage property. Fronds (about 25) fell from tree in front of 6071 Rockridge Blvd overnight last week. Requesting the trees be trimmed (dead fronds removed) before expected upcoming winter winds and storms.,37.84503231,-122.24443363
90,10/19/2015 05:40:27 PM,https://seeclickfix.com/files/issue_images/0039/6982/SCF__20151019_173352605281913.jpg,Tree is to low obstructing sidewalk traffic,37.83336489,-122.2562677
91,10/28/2015 02:30:19 PM,https://seeclickfix.com/files/issue_images/0040/0167/1446061843000.jpg,City tree is obstructing the sidewalk and at public right away in front of vacant lot on 9809 macarthur blvd,37.74957072,-122.15872039
92,10/29/2015 08:01:21 PM,https://seeclickfix.com/files/issue_images/0040/0674/1446173553929.jpg,"The sap from a city of Oakland tree, which is located in front of my house, is causing damage to my roof. The branches that hang over my roof need to be pruned.  It is also causing damage to the paint on my house.  My house is located at 318 49th Street.  ",37.83395148,-122.25385713
93,11/09/2015 11:51:16 AM,https://seeclickfix.com/files/issue_images/0040/4519/1447098156108.jpg,Tree trimming needed ASAP at the corner of 7th & Martin Luther King as traffic signal is being blocked. Additionally this traffic light is adjacent to Jefferson Park. Please help! Thank you!,37.80135,-122.27899001
94,03/12/2016 09:50:14 PM,https://seeclickfix.com/files/issue_images/0046/0061/1457848091855.jpg,Fallen tree at the intersection of Margarido and Rockridge Blvd South. ,37.8452137,-122.2408926
95,03/25/2016 08:30:36 AM,https://seeclickfix.com/files/issue_images/0046/7264/SCF__20160324_180425-812041729.jpg,Tree branches are caught in electrical wires and can cause a power outage.  Also over hanging into property. ,37.75987518,-122.1680666
96,05/09/2016 12:40:37 PM,https://seeclickfix.com/files/issue_images/0049/7476/1462822477647.jpg,Trees in parking lot need to be trimmed so work truck's can get in.   Thanks ,37.7628115,-122.17642195
97,06/14/2016 01:38:44 PM,https://seeclickfix.com/files/issue_images/0052/5155/1465936647809.jpg,"Acacia branches hanging low, hits passing vehicles. Thanks, Noel Gallo's team",37.79734443,-122.21859379
98,08/01/2016 12:41:11 PM,https://seeclickfix.com/files/issue_images/0056/2439/1470080092270.jpg,Over grown peach tree needs trimming.,37.81284703,-122.27019926
99,08/14/2016 08:56:30 AM,https://seeclickfix.com/files/issue_images/0057/1612/1471190273433.jpg,Tree-Entangled power lines are a danger for fire or power outage.,37.84745368,-122.25974203
100,08/14/2016 08:57:39 AM,https://seeclickfix.com/files/issue_images/0057/1612/1471190273433.jpg,Tree-Entangled power lines are a danger for fire or power outage.,37.84745368,-122.25974203
101,09/25/2016 12:56:44 PM,https://seeclickfix.com/files/issue_images/0060/3580/1474833250968.jpg,This tree is weighing down and pulling on power lines quite severely. It needs to be cut back before the cables give way and start a hills fire.,37.79100426,-122.17980346
102,09/29/2016 04:57:00 PM,https://seeclickfix.com/files/issue_images/0060/7036/1475193422669.jpg,Over grown tree. It's interfering with power lines. The tree is also uprooting the the sidewalk. Recently a limb broke off and fell on a car. Please remove tree asap ,37.75500538,-122.19382
103,11/29/2016 09:23:44 AM,https://seeclickfix.com/files/issue_images/0064/4520/img-SCF__20161129_085149-6352125061687939577.jpg,There are trees hanging over our fence that are on 52nd street at the end. They need to be trimmed as they are growing onto our property and very low to the ground.,37.83622361,-122.27469633
104,12/13/2016 10:26:13 AM,https://seeclickfix.com/files/issue_images/0065/2314/20161212_150946.jpg,"There is two trees on Flora Ave. between 66th Ave and Havenscourt that need to be pruned/trimmed. They attract illegal dumping, reduce lighting and attract illegal activities.",37.76470257,-122.19052384
105,12/29/2016 08:54:04 AM,https://seeclickfix.com/files/issue_images/0065/9688/1483030466487.jpg,Tree pulling away from hillside others trees in this section have fallen into street,37.8416195,-122.21071717
106,01/17/2017 04:30:55 PM,https://seeclickfix.com/files/issue_images/0067/0512/1484699506239.jpg,Dead trees along Frontage. ,37.81181784,-122.30306346
107,01/27/2017 06:43:48 PM,https://seeclickfix.com/files/issue_images/0067/7281/1485550233732.jpg,Power lines run through overgrown branches that will break as they have in the past. Please trim tree!,37.77836608,-122.2283249
108,01/29/2017 08:34:17 PM,https://seeclickfix.com/files/issue_images/0067/8409/1485465168897.jpg,Leaning acacia with swing-child safety hazard.,37.78676309,-122.21735333
109,02/12/2017 12:31:10 PM,https://seeclickfix.com/files/issue_images/0068/7985/img-5938658922081177023.jpg,Tree branches are getting too close to power/utility lines.,37.7762359,-122.22161043
110,02/24/2017 03:24:03 PM,https://seeclickfix.com/files/issue_images/0069/7640/1487978632869.jpg,"Power lines run through branches, one instance of tree growth engulfing wire. ",37.82255947,-122.20155901
111,03/05/2017 11:13:54 AM,https://seeclickfix.com/files/issue_images/0070/4189/1488741220472.jpg,,37.80304816,-122.17997923
112,03/30/2017 10:19:26 AM,https://seeclickfix.com/files/issue_images/0072/4810/This_Tree.JPG,THIS IS NOT AN EMERGENCY. It is simply a nuisance at this point. I would like to request to have the public tree brushing against my house be trimmed and maintained. When it brushes against my house at night it is loud and prevents me from sleeping. If the tree cannot be maintained them please remove/relocate it. Please help.,37.82314621,-122.27805986
113,04/06/2017 11:24:19 AM,https://seeclickfix.com/files/issue_images/0073/1194/1491503023756.jpg,Street tree is looking rotten at base. In front of 412 Staten. ,37.81003832,-122.25372894
114,04/07/2017 12:16:49 PM,https://seeclickfix.com/files/issue_images/0073/2136/IMG_5597.JPG,"I have reported the issue with the City of Oakland (Tree Dept.)
I purchased a house on 7539 Arthur Street on Dec. 2008
since then have had branches fallen down on my vehicle (parked on the street) in front of my house, due to the overgrown branches
The City advised that they did not have the funds available to prune/trim the tree (few years ago) which I had to pay myself because of the damages caused to my vehicles. Which was classified as an act of nature by the City. Yet I see other trees being planted in Oakland!! Don't understand how this is possible if they can't keep up with the ones already planted in dire need of trimming. Last nights wind caused a few branches to break off, the tree overhangs above my house and electrical cables...the problem with overgrown trees on Arthur Street (73rd to 78th Ave) must be resolved...They attract illegal dumping, reduce lighting and attract illegal activities.",37.76223042,-122.17910027
115,04/12/2017 07:09:12 PM,https://seeclickfix.com/files/issue_images/0073/6977/img-image_13477652427136.jpg,Monterey pine trees in City lot leaning over house. Branches are weighting tree towards house. Several pines nearby have fallen in recent storms.,37.82045932,-122.18760266
116,04/22/2017 05:35:54 PM,https://seeclickfix.com/files/issue_images/0074/5640/1492882833042.jpg,"DEAD AND LEANING trees #661 & #662, at 13463 Skyline median. ",37.78577257,-122.14609152
117,04/26/2017 11:06:07 AM,https://seeclickfix.com/files/issue_images/0074/8970/img-image_676622026255483.jpg,,37.79926121,-122.269357
118,05/01/2017 08:12:05 PM,https://seeclickfix.com/files/issue_images/0075/4080/1493694719043.jpg,Growing crooked and you can't walk on sidewalk past street tree across from 1234 union,37.8099823,-122.28840638
119,05/04/2017 05:41:50 PM,https://seeclickfix.com/files/issue_images/0075/7138/img-image_348371911390515.jpg,tree is pulling on power lines and coming over house. needs to be trimmed all the way back,37.76738422,-122.18904372
120,05/09/2017 08:14:57 PM,https://seeclickfix.com/files/issue_images/0076/1956/Dead_Pine.jpg,There is a dead pine tree in center divider of Redwood Road.   i am afraid it will fall over in a good windstorm.,37.79624068,-122.18051505
